Total; tran P X,Total; tran P Y,/w_out X,/w_out Y,/net1 X,/net1 Y,freq X,freq Y
1.462018076996213e-07,0.001039566289484092,1.462018076996213e-07,0.005737539771416953,1.462018076996213e-07,3.000484785567578,  ,  
1.473683558911807e-07,0.001007312845886129,1.473683558911807e-07,0.005717694459567097,1.473683558911807e-07,3.000429737946645,  ,  
1.476214934982377e-07,0.0009995820688728679,1.476214934982377e-07,0.005713688796486333,1.476214934982377e-07,3.000418680687325,  ,  
1.481277687123515e-07,0.0009856353680354249,1.481277687123515e-07,0.005705981078173277,1.481277687123515e-07,3.000397381886968,  ,  
1.487999049990789e-07,0.0009701236909594965,1.487999049990789e-07,0.005696343774405108,1.487999049990789e-07,3.000370749089573,  ,  
1.496488212114114e-07,0.0009554650859416992,1.496488212114114e-07,0.005685089607109306,1.496488212114114e-07,3.000339717744588,  ,  
1.499279545895817e-07,0.0009513909173141176,1.499279545895817e-07,0.0056815945114862,1.499279545895817e-07,3.000330108147969,  ,  
1.504862213459223e-07,0.0009452625713520218,1.504862213459223e-07,0.005674876888594203,1.504862213459223e-07,3.000311656951761,  ,  
1.51236852007913e-07,0.0009426251240744471,1.51236852007913e-07,0.005666543275242602,1.51236852007913e-07,3.000288468926611,  ,  
1.520262738351561e-07,0.0009487294558801371,1.520262738351561e-07,0.005658462888454566,1.520262738351561e-07,3.000265940057771,  ,  
1.530154419187699e-07,0.0009760210802173785,1.530154419187699e-07,0.005648855525838196,1.530154419187699e-07,3.000240056344251,  ,  
1.540016778028696e-07,0.001013143976124859,1.540016778028696e-07,0.005640536239427936,1.540016778028696e-07,3.000216777503368,  ,  
1.550284475393572e-07,0.001042044159147187,1.550284475393572e-07,0.005632688072123011,1.550284475393572e-07,3.000194949369847,  ,  
1.564918714485479e-07,0.001040806595082288,1.564918714485479e-07,0.00562251674566259,1.564918714485479e-07,3.000167322426961,  ,  
1.576707799648406e-07,0.001008896565048612,1.576707799648406e-07,0.005615891108085297,1.576707799648406e-07,3.000148228111326,  ,  
1.579255042620679e-07,0.00100105725838657,1.579255042620679e-07,0.005614511092376329,1.579255042620679e-07,3.000144404342493,  ,  
1.584349528565225e-07,0.0009868398665946322,1.584349528565225e-07,0.005611850857855438,1.584349528565225e-07,3.000137032263727,  ,  
1.591033049346046e-07,0.0009711653760246488,1.591033049346046e-07,0.005608379952361264,1.591033049346046e-07,3.000127893545356,  ,  
1.600161752167761e-07,0.0009552654758305314,1.600161752167761e-07,0.005603658987253106,1.600161752167761e-07,3.000116347009181,  ,  
1.611190107806252e-07,0.0009436568558016022,1.611190107806252e-07,0.005597285954338616,1.611190107806252e-07,3.00010366007161,  ,  
1.619847101361206e-07,0.0009437936603849397,1.619847101361206e-07,0.00559594039257116,1.619847101361206e-07,3.000095057849144,  ,  
1.630440251063962e-07,0.0009643678322534991,1.630440251063962e-07,0.005592979372960145,1.630440251063962e-07,3.000085152105925,  ,  
1.640885355122869e-07,0.001002761900852302,1.640885355122869e-07,0.005589324753584772,1.640885355122869e-07,3.0000763074526,  ,  
1.650984515865792e-07,0.00103600150741354,1.650984515865792e-07,0.005589237129860427,1.650984515865792e-07,3.000068973408037,  ,  
1.664139273640243e-07,0.001047131497820341,1.664139273640243e-07,0.005584127006517775,1.664139273640243e-07,3.000059783952655,  ,  
1.677270613469363e-07,0.001018425412322929,1.677270613469363e-07,0.005584784246342983,1.677270613469363e-07,3.000052552828189,  ,  
1.68774602167547e-07,0.0009877666030144335,1.68774602167547e-07,0.005597079942189547,1.68774602167547e-07,3.000048356056498,  ,  
1.696303017656659e-07,0.0009678647046482415,1.696303017656659e-07,0.00560757273775097,1.696303017656659e-07,3.000044730476978,  ,  
1.706047795671161e-07,0.0009519649619805558,1.706047795671161e-07,0.005594248506768351,1.706047795671161e-07,3.000038249199732,  ,  
1.708888561931585e-07,0.0009481768104249828,1.708888561931585e-07,0.005572602957728866,1.708888561931585e-07,3.000034476647399,  ,  
1.714570094452432e-07,0.0009437850844217197,1.714570094452432e-07,0.005468990786358333,1.714570094452432e-07,3.000021704270219,  ,  
1.720734954217106e-07,0.0009426472877529479,1.720734954217106e-07,0.005441400340145284,1.720734954217106e-07,3.000022577158177,  ,  
1.730631136157501e-07,0.0009541524286202469,1.730631136157501e-07,0.005464647833784444,1.730631136157501e-07,3.000027398714149,  ,  
